SCAI Rules Documentation ,,,,,,,
#,Source File ,Section,Name,Type,Description,Confilect ,Status
1506,image_rules.md,1.1 Aspect Ratio by Image Type,Product Card Image - Usage,Usage,Product Card Image usage is affiliate product displays,PASSED,FALSE
1507,image_rules.md,1.1 Aspect Ratio by Image Type,Why Choose Local Image - Aspect Ratio,Aspect Ratio,Why Choose Local Image aspect ratio is 4:3,PASSED,FALSE
1508,image_rules.md,1.1 Aspect Ratio by Image Type,Why Choose Local Image - Dimensions,Dimensions,Why Choose Local Image recommended dimensions are 400 x 300 px,PASSED,FALSE
1509,image_rules.md,1.1 Aspect Ratio by Image Type,Why Choose Local Image - Usage,Usage,Why Choose Local Image usage is Local article side image,PASSED,FALSE
1510,image_rules.md,1.1 Aspect Ratio by Image Type,Thumbnail - Aspect Ratio,Aspect Ratio,Thumbnail aspect ratio is 1:1,PASSED,FALSE
1511,image_rules.md,1.1 Aspect Ratio by Image Type,Thumbnail - Dimensions,Dimensions,Thumbnail recommended dimensions are 150 x 150 px,PASSED,FALSE
1512,image_rules.md,1.1 Aspect Ratio by Image Type,Thumbnail - Usage,Usage,Thumbnail usage is preview/listing images,PASSED,FALSE
1513,image_rules.md,1.1 Aspect Ratio by Image Type,Social Share Image - Aspect Ratio,Aspect Ratio,Social Share Image aspect ratio is 1.91:1,PASSED,FALSE
1514,image_rules.md,1.1 Aspect Ratio by Image Type,Social Share Image - Dimensions,Dimensions,Social Share Image recommended dimensions are 1200 x 628 px,PASSED,FALSE
1515,image_rules.md,1.1 Aspect Ratio by Image Type,Social Share Image - Usage,Usage,Social Share Image usage is Open Graph / social media,PASSED,FALSE
1516,image_rules.md,1.3 Aspect Ratio Tolerance,Tolerance - Strict Definition,Tolerance,Strict tolerance means must be exact ratio (Â±1%),PASSED,FALSE
1517,image_rules.md,1.3 Aspect Ratio Tolerance,Tolerance - Flexible Definition,Tolerance,Flexible tolerance means within 5% of target ratio,PASSED,FALSE
1518,image_rules.md,1.3 Aspect Ratio Tolerance,Tolerance - Default Setting,Default,Default tolerance is Strict for all image types,PASSED,FALSE
1519,image_rules.md,1.3 Aspect Ratio Tolerance,Non-Conforming - Crop to Fit,Handling,Handle non-conforming images by cropping to fit (center-weighted),PASSED,FALSE
1520,image_rules.md,1.3 Aspect Ratio Tolerance,Non-Conforming - Regenerate,Handling,Regenerate if cropping loses important content,PASSED,FALSE
1521,image_rules.md,1.3 Aspect Ratio Tolerance,Non-Conforming - Never Stretch,Prohibition,Never stretch or distort images,PASSED,FALSE
1522,image_rules.md,2.1 Resolution Requirements,Featured Image - Min Width,Resolution,Featured Image minimum width is 1200 px,PASSED,FALSE
1523,image_rules.md,2.1 Resolution Requirements,Featured Image - Min Height,Resolution,Featured Image minimum height is 675 px,PASSED,FALSE
1524,image_rules.md,2.1 Resolution Requirements,Featured Image - Min DPI,Resolution,Featured Image minimum DPI is 72 DPI,PASSED,FALSE
1525,image_rules.md,2.1 Resolution Requirements,H2 Image - Min Width,Resolution,H2 Image minimum width is 800 px,PASSED,FALSE
1526,image_rules.md,2.1 Resolution Requirements,H2 Image - Min Height,Resolution,H2 Image minimum height is 450 px,PASSED,FALSE
1527,image_rules.md,2.1 Resolution Requirements,H2 Image - Min DPI,Resolution,H2 Image minimum DPI is 72 DPI,PASSED,FALSE
1528,image_rules.md,2.1 Resolution Requirements,Product Card Image - Min Width,Resolution,Product Card Image minimum width is 400 px,PASSED,FALSE
1529,image_rules.md,2.1 Resolution Requirements,Product Card Image - Min Height,Resolution,Product Card Image minimum height is 400 px,PASSED,FALSE
1530,image_rules.md,2.1 Resolution Requirements,Product Card Image - Min DPI,Resolution,Product Card Image minimum DPI is 72 DPI,PASSED,FALSE
1531,image_rules.md,2.1 Resolution Requirements,Why Choose Local Image - Min Width,Resolution,Why Choose Local Image minimum width is 400 px,PASSED,FALSE
1532,image_rules.md,2.1 Resolution Requirements,Why Choose Local Image - Min Height,Resolution,Why Choose Local Image minimum height is 300 px,PASSED,FALSE
1533,image_rules.md,2.1 Resolution Requirements,Why Choose Local Image - Min DPI,Resolution,Why Choose Local Image minimum DPI is 72 DPI,PASSED,FALSE
1534,image_rules.md,2.1 Resolution Requirements,Thumbnail - Min Width,Resolution,Thumbnail minimum width is 150 px,PASSED,FALSE
1535,image_rules.md,2.1 Resolution Requirements,Thumbnail - Min Height,Resolution,Thumbnail minimum height is 150 px,PASSED,FALSE
1536,image_rules.md,2.1 Resolution Requirements,Thumbnail - Min DPI,Resolution,Thumbnail minimum DPI is 72 DPI,PASSED,FALSE
1537,image_rules.md,2.2 File Specifications,Allowed File Formats,File Format,Allowed file formats are JPEG PNG WebP,PASSED,FALSE
1538,image_rules.md,2.2 File Specifications,Preferred Format,File Format,Preferred format is WebP (best compression),PASSED,FALSE
1539,image_rules.md,2.2 File Specifications,Fallback Format,File Format,Fallback format is JPEG (universal support),PASSED,FALSE
1540,image_rules.md,2.2 File Specifications,PNG Usage Rule,File Format,PNG usage only when transparency needed,PASSED,FALSE
1541,image_rules.md,2.2 File Specifications,Max File Size,File Size,Maximum file size is 500 KB per image,PASSED,FALSE
1542,image_rules.md,2.2 File Specifications,Compression Quality,Compression,Minimum compression quality is 80% (JPEG),PASSED,FALSE
1543,image_rules.md,2.3 Visual Quality Standards,Sharpness Requirement,Quality Standard,Primary subject must be in focus,PASSED,FALSE
1544,image_rules.md,2.3 Visual Quality Standards,Noise Requirement,Quality Standard,Minimal visible noise/grain required,PASSED,FALSE
1545,image_rules.md,2.3 Visual Quality Standards,Artifacts Requirement,Quality Standard,No visible compression artifacts allowed,PASSED,FALSE
1546,image_rules.md,2.3 Visual Quality Standards,Watermarks Prohibition,Prohibition,NO watermarks allowed,PASSED,FALSE
1547,image_rules.md,2.3 Visual Quality Standards,Text Overlay Prohibition,Prohibition,NO text unless intentional design,PASSED,FALSE
1548,image_rules.md,2.3 Visual Quality Standards,Borders Requirement,Quality Standard,No unintended borders or frames allowed,PASSED,FALSE
1549,image_rules.md,2.3 Visual Quality Standards,Color Accuracy Requirement,Quality Standard,Colors must appear natural,PASSED,FALSE
1550,image_rules.md,2.3 Visual Quality Standards,Lighting Requirement,Quality Standard,Adequate even lighting required,PASSED,FALSE
1551,image_rules.md,2.4 Quality Scoring,Score 90-100 - Excellent,Quality Score,Score 90-100 is Excellent quality - Action: Accept,PASSED,FALSE
1552,image_rules.md,2.4 Quality Scoring,Score 75-89 - Good,Quality Score,Score 75-89 is Good quality - Action: Accept,PASSED,FALSE
1553,image_rules.md,2.4 Quality Scoring,Score 60-74 - Acceptable,Quality Score,Score 60-74 is Acceptable quality - Action: Review and may accept,PASSED,FALSE
1554,image_rules.md,2.4 Quality Scoring,Score Below 60 - Poor,Quality Score,Score below 60 is Poor quality - Action: Regenerate,PASSED,FALSE
1555,image_rules.md,2.4 Quality Scoring,Factor - Resolution Score,Quality Factor,Resolution score weight is 25%,PASSED,FALSE
1556,image_rules.md,2.4 Quality Scoring,Factor - Sharpness Score,Quality Factor,Sharpness score weight is 25%,PASSED,FALSE
1557,image_rules.md,2.4 Quality Scoring,Factor - Composition Score,Quality Factor,Composition score weight is 20%,PASSED,FALSE
1558,image_rules.md,2.4 Quality Scoring,Factor - Technical Quality,Quality Factor,Technical quality weight is 15%,PASSED,FALSE
1559,image_rules.md,2.4 Quality Scoring,Factor - Content Relevance,Quality Factor,Content relevance weight is 15%,PASSED,FALSE
1560,image_rules.md,3.1 Regeneration Triggers,Trigger - Quality Below Threshold,Trigger,Quality score below 60 triggers regeneration with same prompt,PASSED,FALSE
1561,image_rules.md,3.1 Regeneration Triggers,Trigger - Wrong Aspect Ratio,Trigger,Wrong aspect ratio (outside tolerance) triggers regeneration with explicit dimensions,PASSED,FALSE
1562,image_rules.md,3.1 Regeneration Triggers,Trigger - Watermark Detected,Trigger,Any watermark present triggers regeneration with no watermark instruction,PASSED,FALSE
1563,image_rules.md,3.1 Regeneration Triggers,Trigger - Wrong Content,Trigger,Content not matching prompt triggers regeneration with refined prompt,PASSED,FALSE
1564,image_rules.md,3.1 Regeneration Triggers,Trigger - Text in Image,Trigger,Unintended text triggers regeneration with no text instruction,PASSED,FALSE
1565,image_rules.md,3.1 Regeneration Triggers,Trigger - Inappropriate Content,Trigger,Content violating restrictions triggers regeneration with content filter,PASSED,FALSE
1566,image_rules.md,3.1 Regeneration Triggers,Trigger - Technical Failure,Trigger,API error or timeout triggers retry of same request,PASSED,FALSE
1567,image_rules.md,3.1 Regeneration Triggers,Trigger - File Too Large,Trigger,File exceeding 500 KB triggers compress or regenerate,PASSED,FALSE
1568,image_rules.md,3.2 Retry Logic,Attempt 1 - Original Prompt,Retry Logic,1st attempt uses original prompt - Immediate,PASSED,FALSE
1569,image_rules.md,3.2 Retry Logic,Attempt 2 - Refined Prompt,Retry Logic,2nd attempt uses refined prompt + explicit constraints - 2 second wait,PASSED,FALSE
1570,image_rules.md,3.2 Retry Logic,Attempt 3 - Alternative Prompt,Retry Logic,3rd attempt uses alternative prompt approach - 5 second wait,PASSED,FALSE
1571,image_rules.md,3.2 Retry Logic,Attempt 4 - Fallback Prompt,Retry Logic,4th attempt uses fallback to simpler prompt - 10 second wait,PASSED,FALSE
1572,image_rules.md,3.2 Retry Logic,Attempt 5 - Placeholder,Retry Logic,5th attempt uses placeholder image - N/A wait,PASSED,FALSE
1573,image_rules.md,3.2 Retry Logic,Maximum Retries,Retry Limit,Maximum retries is 5 attempts per image,PASSED,FALSE
1574,image_rules.md,3.3 Prompt Refinement Strategy,Quality Fail - Add Modifiers,Refinement,If image fails quality check add high-quality sharp professional 4K quality no text no watermarks,PASSED,FALSE
1575,image_rules.md,3.3 Prompt Refinement Strategy,Wrong Content - Be Specific,Refinement,If image has wrong content be more specific add exclusions like no people no text overlays,PASSED,FALSE
1576,image_rules.md,3.4 Fallback Behavior,Fallback Option - Placeholder,Fallback,Use category-appropriate placeholder image when all retries exhausted,PASSED,FALSE
1577,image_rules.md,3.4 Fallback Behavior,Fallback Option - Skip,Fallback,Generate article without image and flag for manual review when all retries exhausted,PASSED,FALSE
1578,image_rules.md,3.4 Fallback Behavior,Fallback Option - Queue,Fallback,Add to manual generation queue when all retries exhausted,PASSED,FALSE
1579,image_rules.md,4.1 Standard Image Pipeline,Pipeline Step 1,Pipeline,Step 1: Initial Generation,PASSED,FALSE
1580,image_rules.md,4.1 Standard Image Pipeline,Pipeline Step 2,Pipeline,Step 2: Quality Assessment,PASSED,FALSE
1581,image_rules.md,4.1 Standard Image Pipeline,Pipeline Step 3,Pipeline,Step 3: Enhancement (if needed),PASSED,FALSE
1582,image_rules.md,4.1 Standard Image Pipeline,Pipeline Step 4,Pipeline,Step 4: Format Optimization,PASSED,FALSE
1583,image_rules.md,4.1 Standard Image Pipeline,Pipeline Step 5,Pipeline,Step 5: Final Validation,PASSED,FALSE
1584,image_rules.md,4.1 Standard Image Pipeline,Pipeline Output,Pipeline,Output: Approved Image,PASSED,FALSE
1585,image_rules.md,4.2 Pipeline Steps Detailed,Step 1 Detail - Initial Generation,Pipeline Detail,AI generates image from prompt - Output: Raw image file,PASSED,FALSE
1586,image_rules.md,4.2 Pipeline Steps Detailed,Step 2 Detail - Quality Assessment,Pipeline Detail,Automated quality scoring - Output: Pass/Fail + Score,PASSED,FALSE
1587,image_rules.md,4.2 Pipeline Steps Detailed,Step 3 Detail - Enhancement,Pipeline Detail,Upscaling sharpening if needed - Output: Enhanced image,PASSED,FALSE
1588,image_rules.md,4.2 Pipeline Steps Detailed,Step 4 Detail - Format Optimization,Pipeline Detail,Convert to WebP compress - Output: Optimized file,PASSED,FALSE
1589,image_rules.md,4.2 Pipeline Steps Detailed,Step 5 Detail - Final Validation,Pipeline Detail,Check all requirements - Output: Approved/Rejected,PASSED,FALSE
1590,image_rules.md,4.3 Enhancement Options,Enhancement - Upscaling,Enhancement,Upscaling applied when resolution below minimum - Method: AI upscaling (2x),PASSED,FALSE
1591,image_rules.md,4.3 Enhancement Options,Enhancement - Sharpening,Enhancement,Sharpening applied when slight blur detected - Method: Unsharp mask filter,PASSED,FALSE
1592,image_rules.md,4.3 Enhancement Options,Enhancement - Noise Reduction,Enhancement,Noise reduction applied when visible grain - Method: AI denoising,PASSED,FALSE
1593,image_rules.md,4.3 Enhancement Options,Enhancement - Color Correction,Enhancement,Color correction applied when colors appear off - Method: Auto color balance,PASSED,FALSE
1594,image_rules.md,4.3 Enhancement Options,Enhancement - Compression,Enhancement,Compression applied when file too large - Method: Quality reduction (min 80%),PASSED,FALSE
1595,image_rules.md,4.4 Layered Generation,Layer 1 - Background,Layered Generation,Layer 1: Background generation,PASSED,FALSE
1596,image_rules.md,4.4 Layered Generation,Layer 2 - Main Subject,Layered Generation,Layer 2: Main subject generation,PASSED,FALSE
1597,image_rules.md,4.4 Layered Generation,Layer 3 - Composition Merge,Layered Generation,Layer 3: Composition merge,PASSED,FALSE
1598,image_rules.md,4.4 Layered Generation,Layer 4 - Style Harmonization,Layered Generation,Layer 4: Style harmonization,PASSED,FALSE
1599,image_rules.md,4.4 Layered Generation,Layered Output,Layered Generation,Output: Composite image,PASSED,FALSE
1600,image_rules.md,4.4 Layered Generation,Use Case - Product on Background,Use Case,Layered generation use case: Product on custom background,PASSED,FALSE
1601,image_rules.md,4.4 Layered Generation,Use Case - Multiple Elements,Use Case,Layered generation use case: Multiple elements requiring separate control,PASSED,FALSE
1602,image_rules.md,4.4 Layered Generation,Use Case - Brand Styling,Use Case,Layered generation use case: Brand-specific styling requirements,PASSED,FALSE
1603,image_rules.md,5.1 Prompt Structure,Recommended Format,Prompt Structure,[Subject] + [Style] + [Setting] + [Composition] + [Quality Modifiers] + [Exclusions],PASSED,FALSE
1604,image_rules.md,5.2 Prompt Components,Component - Subject,Prompt Component,Subject is main focus of image - Examples: running shoes kitchen interior laptop,PASSED,FALSE
1605,image_rules.md,5.2 Prompt Components,Component - Style,Prompt Component,Style is visual style - Examples: photograph illustration minimalist,PASSED,FALSE
1606,image_rules.md,5.2 Prompt Components,Component - Setting,Prompt Component,Setting is environment/context - Examples: white background outdoor office desk,PASSED,FALSE
1607,image_rules.md,5.2 Prompt Components,Component - Composition,Prompt Component,Composition is layout/framing - Examples: centered rule of thirds close-up,PASSED,FALSE
1608,image_rules.md,5.2 Prompt Components,Component - Quality Modifiers,Prompt Component,Quality modifiers are quality descriptors - Examples: high resolution 4K sharp professional,PASSED,FALSE
1609,image_rules.md,5.2 Prompt Components,Component - Exclusions,Prompt Component,Exclusions are what to avoid - Examples: no text no watermarks no people,PASSED,FALSE
1610,image_rules.md,5.3 Style Keywords by Image Type,Featured Image - Style Keywords,Style Keywords,Featured Image style keywords: Professional high-quality editorial vibrant engaging,PASSED,FALSE
1611,image_rules.md,5.3 Style Keywords by Image Type,H2 Image - Style Keywords,Style Keywords,H2 Image style keywords: Clean relevant contextual supporting illustrative,PASSED,FALSE
1612,image_rules.md,5.3 Style Keywords by Image Type,Product Image - Style Keywords,Style Keywords,Product Image style keywords: Product photography studio lighting white background sharp,PASSED,FALSE
1613,image_rules.md,5.3 Style Keywords by Image Type,Local Service Image - Style Keywords,Style Keywords,Local Service Image style keywords: Professional trustworthy local friendly authentic,PASSED,FALSE
1614,image_rules.md,5.4 Prompt Do's and Don'ts,DO - Be Specific,Prompt Guideline,DO be specific about subject matter,PASSED,FALSE
1615,image_rules.md,5.4 Prompt Do's and Don'ts,DO - Include Quality Modifiers,Prompt Guideline,DO include quality modifiers,PASSED,FALSE
1616,image_rules.md,5.4 Prompt Do's and Don'ts,DO - Specify Exclusions,Prompt Guideline,DO specify what to exclude,PASSED,FALSE
1617,image_rules.md,5.4 Prompt Do's and Don'ts,DO - Match Style to Article,Prompt Guideline,DO match style to article type,PASSED,FALSE
1618,image_rules.md,5.4 Prompt Do's and Don'ts,DO - Include Composition,Prompt Guideline,DO include composition guidance,PASSED,FALSE
1619,image_rules.md,5.4 Prompt Do's and Don'ts,DON'T - Vague Descriptions,Prompt Prohibition,DON'T use vague descriptions,PASSED,FALSE
1620,image_rules.md,5.4 Prompt Do's and Don'ts,DON'T - Copyrighted Content,Prompt Prohibition,DON'T request copyrighted characters/brands,PASSED,FALSE
1621,image_rules.md,5.4 Prompt Do's and Don'ts,DON'T - Text in Image,Prompt Prohibition,DON'T ask for text/words in image,PASSED,FALSE
1622,image_rules.md,5.4 Prompt Do's and Don'ts,DON'T - Real People Faces,Prompt Prohibition,DON'T request real people's faces,PASSED,FALSE
1623,image_rules.md,5.4 Prompt Do's and Don'ts,DON'T - Ambiguous Terms,Prompt Prohibition,DON'T use ambiguous terms,PASSED,FALSE
1624,image_rules.md,5.5 Prompt Templates,Template - Featured Image,Prompt Template,Featured Image template: High-quality professional [style] of [subject] [setting] [lighting] [composition] suitable for article header no text no watermarks 16:9 aspect ratio,PASSED,FALSE
1625,image_rules.md,5.5 Prompt Templates,Template - Product Image,Prompt Template,Product Image template: Product photography of [product name] white background studio lighting centered sharp focus e-commerce style no text no watermarks square format,PASSED,FALSE
1626,image_rules.md,5.5 Prompt Templates,Template - H2 Section Image,Prompt Template,H2 Section Image template: [Style] image illustrating [H2 topic concept] [setting] clean composition supporting content about [keyword] no text no watermarks 16:9 aspect ratio,PASSED,FALSE
1627,image_rules.md,6.1 Style Consistency Requirements,Requirement - Same Visual Style,Style Consistency,All images in article use same style (photo illustration etc.),PASSED,FALSE
1628,image_rules.md,6.1 Style Consistency Requirements,Requirement - Consistent Lighting,Style Consistency,Similar lighting mood across images,PASSED,FALSE
1629,image_rules.md,6.1 Style Consistency Requirements,Requirement - Color Harmony,Style Consistency,Colors complement each other,PASSED,FALSE
1630,image_rules.md,6.1 Style Consistency Requirements,Requirement - Quality Uniformity,Style Consistency,All images meet same quality standards,PASSED,FALSE
1631,image_rules.md,6.1 Style Consistency Requirements,Requirement - Subject Treatment,Style Consistency,Similar approach to depicting subjects,PASSED,FALSE
1632,image_rules.md,6.2 Style Categories,Style Category - Photographic,Style Category,Photographic style is realistic photographs - Best for Reviews Local Commercial,PASSED,FALSE
1633,image_rules.md,6.2 Style Categories,Style Category - Illustrated,Style Category,Illustrated style is digital illustrations - Best for How-To Informational,PASSED,FALSE
1634,image_rules.md,6.2 Style Categories,Style Category - Minimalist,Style Category,Minimalist style is clean simple imagery - Best for Listicles Comparisons,PASSED,FALSE
1635,image_rules.md,6.2 Style Categories,Style Category - Editorial,Style Category,Editorial style is magazine-style photos - Best for Affiliate Recipe,PASSED,FALSE
1636,image_rules.md,6.2 Style Categories,Style Category - Flat Design,Style Category,Flat Design style is 2D vector style - Best for Infographics diagrams,PASSED,FALSE
1637,image_rules.md,6.3 Per-Article Style Lock,Style Lock Rule,Style Lock,Once first image style is determined all subsequent images must match,PASSED,FALSE
1638,image_rules.md,6.3 Per-Article Style Lock,Style Lock - Featured Sets Style,Style Lock,Featured Image generated sets the Style Lock for entire article,PASSED,FALSE
1639,image_rules.md,6.3 Per-Article Style Lock,Style Lock - H2 Images Follow,Style Lock,All H2 Images must follow the locked style,PASSED,FALSE
1640,image_rules.md,6.3 Per-Article Style Lock,Style Lock - All Images Follow,Style Lock,All other images must follow the locked style,PASSED,FALSE
1641,image_rules.md,6.4 Style Consistency Checks,Check - Visual Inspection,Consistency Check,Visual inspection method: Compare images side-by-side,PASSED,FALSE
1642,image_rules.md,6.4 Style Consistency Checks,Check - Style Tagging,Consistency Check,Style tagging method: AI tags style of each image,PASSED,FALSE
1643,image_rules.md,6.4 Style Consistency Checks,Check - Color Analysis,Consistency Check,Color analysis method: Extract and compare color palettes,PASSED,FALSE
1644,image_rules.md,6.4 Style Consistency Checks,Check - Quality Matching,Consistency Check,Quality matching method: Ensure similar quality scores,PASSED,FALSE
1645,image_rules.md,7.1 Prohibited Content,Prohibited - Faces,Prohibition,No identifiable human faces without explicit consent/licensing,PASSED,FALSE
1646,image_rules.md,7.1 Prohibited Content,Prohibited - Copyrighted Material,Prohibition,No logos brand imagery trademarked content,PASSED,FALSE
1647,image_rules.md,7.1 Prohibited Content,Prohibited - Offensive Content,Prohibition,No violence gore disturbing imagery,PASSED,FALSE
1648,image_rules.md,7.1 Prohibited Content,Prohibited - Adult Content,Prohibition,No sexually explicit or suggestive imagery,PASSED,FALSE
1649,image_rules.md,7.1 Prohibited Content,Prohibited - Discriminatory Content,Prohibition,No racist sexist or discriminatory imagery,PASSED,FALSE
1650,image_rules.md,7.1 Prohibited Content,Prohibited - Misleading Content,Prohibition,No fake news manipulated imagery,PASSED,FALSE
1651,image_rules.md,7.1 Prohibited Content,Prohibited - Text/Words,Prohibition,No embedded text (unless explicitly requested),PASSED,FALSE
1652,image_rules.md,7.1 Prohibited Content,Prohibited - Watermarks,Prohibition,No watermarks of any kind,PASSED,FALSE
1653,image_rules.md,7.1 Prohibited Content,Prohibited - Low Quality,Prohibition,No pixelated blurry or artifact-heavy images,PASSED,FALSE
1654,image_rules.md,7.2 Content Restrictions by Article Type,Affiliate - Additional Restriction,Article Restriction,Affiliate: No competitor product images,PASSED,FALSE
1655,image_rules.md,7.2 Content Restrictions by Article Type,Commercial - Additional Restriction,Article Restriction,Commercial: No competitor branding,PASSED,FALSE
1656,image_rules.md,7.2 Content Restrictions by Article Type,Local - Additional Restriction,Article Restriction,Local: Must represent actual service area appropriately,PASSED,FALSE
1657,image_rules.md,7.2 Content Restrictions by Article Type,Recipe - Additional Restriction,Article Restriction,Recipe: Food must look appetizing and safe,PASSED,FALSE
1658,image_rules.md,7.2 Content Restrictions by Article Type,Review - Additional Restriction,Article Restriction,Review: Must accurately represent product,PASSED,FALSE
1659,image_rules.md,7.2 Content Restrictions by Article Type,How-To - Additional Restriction,Article Restriction,How-To: Steps must be clearly visible/understandable,PASSED,FALSE
1660,image_rules.md,7.3 Safe Content Guidelines,SHOULD - Be Relevant,Safe Guideline,Images SHOULD be relevant to article topic,PASSED,FALSE
1661,image_rules.md,7.3 Safe Content Guidelines,SHOULD - Support Message,Safe Guideline,Images SHOULD support the content message,PASSED,FALSE
1662,image_rules.md,7.3 Safe Content Guidelines,SHOULD - Be Appropriate,Safe Guideline,Images SHOULD be appropriate for all audiences,PASSED,FALSE
1663,image_rules.md,7.3 Safe Content Guidelines,SHOULD - Be Legally Usable,Safe Guideline,Images SHOULD be legally usable (royalty-free or generated),PASSED,FALSE
1664,image_rules.md,7.3 Safe Content Guidelines,SHOULD - Enhance Understanding,Safe Guideline,Images SHOULD enhance reader understanding,PASSED,FALSE
1665,image_rules.md,7.3 Safe Content Guidelines,SHOULD NOT - Distract,Safe Guideline,Images SHOULD NOT distract from content,PASSED,FALSE
1666,image_rules.md,7.3 Safe Content Guidelines,SHOULD NOT - Mislead,Safe Guideline,Images SHOULD NOT mislead about product/service,PASSED,FALSE
1667,image_rules.md,7.3 Safe Content Guidelines,SHOULD NOT - Negative Associations,Safe Guideline,Images SHOULD NOT create negative associations,PASSED,FALSE
1668,image_rules.md,7.3 Safe Content Guidelines,SHOULD NOT - Violate Copyright,Safe Guideline,Images SHOULD NOT violate any copyright,PASSED,FALSE
1669,image_rules.md,7.3 Safe Content Guidelines,SHOULD NOT - Hidden Content,Safe Guideline,Images SHOULD NOT contain hidden inappropriate content,PASSED,FALSE
1670,image_rules.md,7.4 Content Moderation,Stage - Pre-Generation,Moderation Stage,Pre-Generation: Prompt screened for prohibited requests,PASSED,FALSE
1671,image_rules.md,7.4 Content Moderation,Stage - Post-Generation,Moderation Stage,Post-Generation: Image analyzed for prohibited content,PASSED,FALSE
1672,image_rules.md,7.4 Content Moderation,Stage - Pre-Publish,Moderation Stage,Pre-Publish: Final human review for sensitive content,PASSED,FALSE
1673,image_rules.md,7.4 Content Moderation,Detection - Face Detection,Automated Detection,Face detection triggers flag for review,PASSED,FALSE
1674,image_rules.md,7.4 Content Moderation,Detection - Text Detection,Automated Detection,Text detection triggers flag for removal,PASSED,FALSE
1675,image_rules.md,7.4 Content Moderation,Detection - Brand/Logo Detection,Automated Detection,Brand/logo detection triggers reject,PASSED,FALSE
1676,image_rules.md,7.4 Content Moderation,Detection - NSFW Detection,Automated Detection,NSFW detection triggers reject,PASSED,FALSE
1677,image_rules.md,8. Quick Reference,Before Gen - Aspect Ratio Specified,Checklist,Before Generation checklist: Aspect ratio specified,PASSED,FALSE
1678,image_rules.md,8. Quick Reference,Before Gen - Style Determined,Checklist,Before Generation checklist: Style determined,PASSED,FALSE
1679,image_rules.md,8. Quick Reference,Before Gen - Quality Requirements Clear,Checklist,Before Generation checklist: Quality requirements clear,PASSED,FALSE
1680,image_rules.md,8. Quick Reference,Before Gen - Exclusions Listed,Checklist,Before Generation checklist: Exclusions listed in prompt,PASSED,FALSE
1681,image_rules.md,8. Quick Reference,Before Gen - Content Appropriate,Checklist,Before Generation checklist: Content appropriate for article type,PASSED,FALSE
1682,image_rules.md,8. Quick Reference,After Gen - Aspect Ratio Correct,Checklist,After Generation checklist: Aspect ratio correct,PASSED,FALSE
1683,image_rules.md,8. Quick Reference,After Gen - Quality Score Acceptable,Checklist,After Generation checklist: Quality score acceptable (â‰¥60),PASSED,FALSE
1684,image_rules.md,8. Quick Reference,After Gen - No Watermarks,Checklist,After Generation checklist: No watermarks,PASSED,FALSE
1685,image_rules.md,8. Quick Reference,After Gen - No Unintended Text,Checklist,After Generation checklist: No unintended text,PASSED,FALSE
1686,image_rules.md,8. Quick Reference,After Gen - No Prohibited Content,Checklist,After Generation checklist: No prohibited content,PASSED,FALSE
1687,image_rules.md,8. Quick Reference,After Gen - Style Matches Article,Checklist,After Generation checklist: Style matches article,PASSED,FALSE
1688,image_rules.md,8. Quick Reference,After Gen - File Size Under 500KB,Checklist,After Generation checklist: File size under 500 KB,PASSED,FALSE
1689,image_rules.md,8. Quick Reference,Quick Specs - Featured,Quick Specs,Featured Image: 16:9 ratio 1200x675 min 500KB max WebP/JPEG,PASSED,FALSE
1690,image_rules.md,8. Quick Reference,Quick Specs - H2,Quick Specs,H2 Image: 16:9 ratio 800x450 min 500KB max WebP/JPEG,PASSED,FALSE
1691,image_rules.md,8. Quick Reference,Quick Specs - Product,Quick Specs,Product Image: 1:1 ratio 400x400 min 500KB max WebP/JPEG,PASSED,FALSE
1692,image_rules.md,8. Quick Reference,Quick Specs - Local,Quick Specs,Local Image: 4:3 ratio 400x300 min 500KB max WebP/JPEG,PASSED,FALSE
1693,image_rules.md,8. Quick Reference,Quick Specs - Thumbnail,Quick Specs,Thumbnail: 1:1 ratio 150x150 min 100KB max WebP/JPEG,PASSED,FALSE
1694,image_rules.md,8. Quick Reference,Regen Guide - Blurry Solution,Regeneration Guide,Blurry image solution: Add sharp high resolution 4K to prompt,PASSED,FALSE
1695,image_rules.md,8. Quick Reference,Regen Guide - Wrong Subject Solution,Regeneration Guide,Wrong subject solution: Be more specific add exclusions,PASSED,FALSE
1696,image_rules.md,8. Quick Reference,Regen Guide - Watermark Solution,Regeneration Guide,Watermark solution: Add no watermarks explicitly,PASSED,FALSE
1697,image_rules.md,8. Quick Reference,Regen Guide - Text Solution,Regeneration Guide,Text in image solution: Add no text no words no letters,PASSED,FALSE
1698,image_rules.md,8. Quick Reference,Regen Guide - Wrong Style Solution,Regeneration Guide,Wrong style solution: Specify style explicitly,PASSED,FALSE
1699,image_rules.md,8. Quick Reference,Regen Guide - Low Quality Solution,Regeneration Guide,Low quality solution: Add quality modifiers,PASSED,FALSE
1700,image_rules.md,8. Quick Reference,Regen Guide - Wrong Ratio Solution,Regeneration Guide,Wrong ratio solution: Specify dimensions explicitly,PASSED,FALSE
1701,prompt_rules.md,Definition,One-Line Definition,Definition,Instructions and constraints that guide AI model behavior to ensure relevant consistent and high-quality content generation,PASSED,FALSE
